id,type,province,city,address,img_url,value,owner,name,page,prov_id
2080000042,عمارة,محافظة القاهرة,حى مصر الجديدة,31 ش عثمان بن عفان,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000043,عمارة,محافظة القاهرة,حى مصر الجديدة,34 ش عثمان بن عفان ناصية امين الخولي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000044,عمارة,محافظة القاهرة,حى مصر الجديدة,29 ش عثمان بن عفان,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000045,عمارة,محافظة القاهرة,حى مصر الجديدة,35 ش عثمان بن عفان,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000046,عمارة,محافظة القاهرة,حى مصر الجديدة,37 ش عثمان بن عفان,http://urbanharmony.org/images/tazalomat/02080000046.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000047,عقار,محافظة القاهرة,حى مصر الجديدة,36 ش عثمان بن عفان 6 ميدان الخلفاء,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000048,عمارة,محافظة القاهرة,حى مصر الجديدة,40 ش عثمان بن عفان ناصية ميدان الخلفاء,http://urbanharmony.org/images/tazalomat/02080000048.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000049,عمارة,محافظة القاهرة,حى مصر الجديدة,43 ش عثمان بن عفان,http://urbanharmony.org/images/tazalomat/02080000049.jpg,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000050,عمارة,محافظة القاهرة,حى مصر الجديدة,20 ش عثمان بن عفان ناصية اسماعيل رمزي,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000051,عمارة,محافظة القاهرة,حى مصر الجديدة,16 ش عثمان بن عفان,http://urbanharmony.org/images/tazalomat/02080000051.jpg,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000052,عمارة,محافظة القاهرة,حى مصر الجديدة,3 ش صلاح الدين ناصية ش اسيوط,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000053,عمارة,محافظة القاهرة,حى مصر الجديدة,5 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000054,عمارة,محافظة القاهرة,حى مصر الجديدة,6 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000055,عمارة,محافظة القاهرة,حى مصر الجديدة,7 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000056,عمارة,محافظة القاهرة,حى مصر الجديدة,9 ش صلاح الدين ناصية دسوق,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000057,عمارة,محافظة القاهرة,حى مصر الجديدة,12 ش صلاح الدين ناصية زفتى,,ذو طراز معمارى متميز,,,5,1
2080000061,عمارة,محافظة القاهرة,حى مصر الجديدة,21 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000062,عمارة,محافظة القاهرة,حى مصر الجديدة,22 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000063,عمارة,محافظة القاهرة,حى مصر الجديدة,26 ش صلاح الدين ناصية ش صبري ابو علم,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000064,عمارة,محافظة القاهرة,حى مصر الجديدة,28 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000065,عمارة,محافظة القاهرة,حى مصر الجديدة,30 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000066,عمارة,محافظة القاهرة,حى مصر الجديدة,32 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000067,عمارة,محافظة القاهرة,حى مصر الجديدة,34 ش صلاح الدين,,ذو قيمة معمارى/عمرانى متميز,,,5,1
2080000069,عمارة,محافظة القاهرة,حى مصر الجديدة,19 ش عثمان بن عفان ناصية صلاح الدين,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000078,فيلا,محافظة القاهرة,حى مصر الجديدة,20 شارع العروبة ناصية محرم شوقي,,ذو طراز معمارى متميز,,,5,1
2080000079,مدرسة,محافظة القاهرة,حى مصر الجديدة,8 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000080,فيلا,محافظة القاهرة,حى مصر الجديدة,9 ش رمسيس,http://urbanharmony.org/images/tazalomat/02080000080.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000081,فيلا,محافظة القاهرة,حى مصر الجديدة,12 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000082,قصر,محافظة القاهرة,حى مصر الجديدة,16 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000083,عمارة,محافظة القاهرة,حى مصر الجديدة,20 رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000085,فيلا,محافظة القاهرة,حى مصر الجديدة,24 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000099,قصر,محافظة القاهرة,حى مصر الجديدة,55 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000100,فيلا,محافظة القاهرة,حى مصر الجديدة,26 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000101,عمارة,محافظة القاهرة,حى مصر الجديدة,7 ش بغداد ناصية رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000102,عمارة,محافظة القاهرة,حى مصر الجديدة,5 ش بغداد ناصية سيتي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000103,عمارة,محافظة القاهرة,حى مصر الجديدة,6 ش بغداد ناصية ش البوسطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000104,عمارة,محافظة القاهرة,حى مصر الجديدة,3 ش بغداد ناصية سيتي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000105,عمارة,محافظة القاهرة,حى مصر الجديدة,4 ش بغداد,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000106,عمارة,محافظة القاهرة,حى مصر الجديدة,43 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000107,عقار,محافظة القاهرة,حى مصر الجديدة,45 ش رمسيس,http://urbanharmony.org/images/tazalomat/02080000107.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000108,عقار,محافظة القاهرة,حى مصر الجديدة,47 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000110,عمارة,محافظة القاهرة,حى مصر الجديدة,49 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000111,عمارة,محافظة القاهرة,حى مصر الجديدة,53 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000112,عمارة,محافظة القاهرة,حى مصر الجديدة,64 ش رمسيس,http://urbanharmony.org/images/tazalomat/02080000112.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000113,عقار,محافظة القاهرة,حى مصر الجديدة,66 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000114,عمارة,محافظة القاهرة,حى مصر الجديدة,68 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000115,عمارة,محافظة القاهرة,حى مصر الجديدة,55 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000116,عمارة,محافظة القاهرة,حى مصر الجديدة,70 ش رمسيس,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000117,عمارة,محافظة القاهرة,حى مصر الجديدة,19 ش قايتباي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000118,عمارة,محافظة القاهرة,حى مصر الجديدة,29 ش عمر بن الخطاب ناصية قايتباي,http://urbanharmony.org/images/tazalomat/29%20Omar%20Ebn%20El%20Khatab.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000119,عمارة,محافظة القاهرة,حى مصر الجديدة,31 ش عمر بن الخطاب,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000120,عمارة,محافظة القاهرة,حى مصر الجديدة,33 ش عمر بن الخطاب ناصية دسوق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000121,عمارة,محافظة القاهرة,حى مصر الجديدة,30 ش عمر بن الخطاب,http://urbanharmony.org/images/tazalomat/02080000121.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000122,عمارة,محافظة القاهرة,حى مصر الجديدة,35 ش عمر بن الخطاب ناصية دسوق,http://urbanharmony.org/images/tazalomat/02080000122.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000123,عمارة,محافظة القاهرة,حى مصر الجديدة,39 ش عمر بن الخطاب ناصية الخليفة الهادي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000125,فيلا,محافظة القاهرة,حى مصر الجديدة,41 ش عمر بن الخطاب ناصية الخليفة الهادي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000129,فيلا,محافظة القاهرة,حى مصر الجديدة,50 ش عمر بن الخطاب ناصية افلاطون,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000131,عمارة,محافظة القاهرة,حى مصر الجديدة,37 ش عمر بن الخطاب,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000132,عمارة,محافظة القاهرة,حى مصر الجديدة,26 ش الثورة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000133,فيلا,محافظة القاهرة,حى مصر الجديدة,28 شارع الثورة,http://urbanharmony.org/images/tazalomat/02080000133.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000134,فيلا,محافظة القاهرة,حى مصر الجديدة,30 شارع الثورة,http://urbanharmony.org/images/tazalomat/02080000134.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000135,فيلا,محافظة القاهرة,حى مصر الجديدة,32 شارع الثورة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000136,فيلا,محافظة القاهرة,حى مصر الجديدة,34 شارع الثورة,http://urbanharmony.org/images/tazalomat/02080000136.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000137,عمارة,محافظة القاهرة,حى مصر الجديدة,36 شارع الثورة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000151,عمارة,محافظة القاهرة,حى مصر الجديدة,17 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000152,عمارة,محافظة القاهرة,حى مصر الجديدة,11 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000153,عمارة,محافظة القاهرة,حى مصر الجديدة,9 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000154,عمارة,محافظة القاهرة,حى مصر الجديدة,1 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000155,عمارة,محافظة القاهرة,حى مصر الجديدة,2 ش ابراهيم اللقاني - ناصية غرناطة,http://urbanharmony.org/images/tazalomat/02080000155.jpg,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000156,عمارة,محافظة القاهرة,حى مصر الجديدة,4 ش ابراهيم اللقاني ناصية دمشق,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000157,عمارة,محافظة القاهرة,حى مصر الجديدة,19 ش ابراهيم اللقاني,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000158,عمارة,محافظة القاهرة,حى مصر الجديدة,17 ش ابراهيم اللقاني,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000159,عمارة,محافظة القاهرة,حى مصر الجديدة,15 ش ابراهيم اللقاني ناصية المماليك,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000160,عمارة,محافظة القاهرة,حى مصر الجديدة,13 ش ابراهيم اللقاني,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000161,عمارة,محافظة القاهرة,حى مصر الجديدة,9 ش ابراهيم اللقاني,http://urbanharmony.org/images/tazalomat/02080000161.jpg,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000162,عمارة,محافظة القاهرة,حى مصر الجديدة,7 ش ابراهيم اللقاني,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000163,عمارة,محافظة القاهرة,حى مصر الجديدة,5 ش ابراهيم اللقاني,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000164,عمارة,محافظة القاهرة,حى مصر الجديدة,3 ش ابراهيم اللقاني,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000165,عمارة,محافظة القاهرة,حى مصر الجديدة,1 ش ابراهيم اللقاني ناصية شفيق غربال,,ذو قيمة معمارىة/عمرانىة متميزة,,,5,1
2080000166,عمارة,محافظة القاهرة,حى مصر الجديدة,0 مدينة غرناطة (ش غرناطة),,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000167,عمارة,محافظة القاهرة,حى مصر الجديدة,0 ش الخليفة المأمون,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000168,عمارة,محافظة القاهرة,حى مصر الجديدة,14 ش غرناطة ناصية ابراهيم باشا,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000169,عمارة,محافظة القاهرة,حى مصر الجديدة,21 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000170,عمارة,محافظة القاهرة,حى مصر الجديدة,23 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000171,عمارة,محافظة القاهرة,حى مصر الجديدة,18 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000173,عمارة,محافظة القاهرة,حى مصر الجديدة,22 ش غرناطة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000174,عمارة,محافظة القاهرة,حى مصر الجديدة,37 ش ابراهيم,http://urbanharmony.org/images/tazalomat/02080000174.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000175,عمارة,محافظة القاهرة,حى مصر الجديدة,33 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000176,عمارة,محافظة القاهرة,حى مصر الجديدة,26 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000177,عمارة,محافظة القاهرة,حى مصر الجديدة,18 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000178,عمارة,محافظة القاهرة,حى مصر الجديدة,21 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000179,عمارة,محافظة القاهرة,حى مصر الجديدة,20 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000180,عمارة,محافظة القاهرة,حى مصر الجديدة,25 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000181,عمارة,محافظة القاهرة,حى مصر الجديدة,24 ش ابراهيم,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000182,عمارة,محافظة القاهرة,حى مصر الجديدة,15 ش ابراهيم,http://urbanharmony.org/images/tazalomat/02080000182.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000189,عمارة,محافظة القاهرة,حى مصر الجديدة,38 ش مراد بك - 52 ش العروبة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000191,عمارة,محافظة القاهرة,حى مصر الجديدة,24 ش فريد,http://urbanharmony.org/images/tazalomat/02080000191.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000192,عمارة,محافظة القاهرة,حى مصر الجديدة,88 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000193,عمارة,محافظة القاهرة,حى مصر الجديدة,42 شارع العروبة ناصية بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000194,فيلا,محافظة القاهرة,حى مصر الجديدة,23 ش منوف,http://urbanharmony.org/images/tazalomat/02080000194.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000196,فيلا,محافظة القاهرة,حى مصر الجديدة,44 ش العروبة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000197,عمارة,محافظة القاهرة,حى مصر الجديدة,28 ش رشيد,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000198,عمارة,محافظة القاهرة,حى مصر الجديدة,30 ش دسوق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000200,عمارة,محافظة القاهرة,حى مصر الجديدة,13 ش رشيد,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000201,عمارة,محافظة القاهرة,حى مصر الجديدة,17 ش رشيد ناصية دسوق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000202,فيلا,محافظة القاهرة,حى مصر الجديدة,7 ش قايتباي,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000203,عقار,محافظة القاهرة,حى مصر الجديدة,86 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000206,فيلا,محافظة القاهرة,حى مصر الجديدة,15 ش عبد الواحد الوكيل,http://urbanharmony.org/images/tazalomat/02080000206.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000207,فيلا,محافظة القاهرة,حى مصر الجديدة,17 ش عبد الواحد الوكيل,http://urbanharmony.org/images/tazalomat/02080000207.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000216,عمارة,محافظة القاهرة,حى مصر الجديدة,32 ش فريد,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000217,عمارة,محافظة القاهرة,حى مصر الجديدة,4 ش مصطفى مشرفة,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000221,عمارة,محافظة القاهرة,حى مصر الجديدة,1 شارع بيروت,http://urbanharmony.org/images/tazalomat/02080000221.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000224,مدرسة,محافظة القاهرة,حى مصر الجديدة,5 ش بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000226,مدرسة,محافظة القاهرة,حى مصر الجديدة,7 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000227,عمارة,محافظة القاهرة,حى مصر الجديدة,13 ش بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000228,عمارة,محافظة القاهرة,حى مصر الجديدة,38 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000229,عقار,محافظة القاهرة,حى مصر الجديدة,46 شارع بيروت,http://urbanharmony.org/images/tazalomat/02080000229.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000230,عمارة,محافظة القاهرة,حى مصر الجديدة,44 شارع بيروت,http://urbanharmony.org/images/tazalomat/02080000230.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000231,كنيسة,محافظة القاهرة,حى مصر الجديدة,0 ش الاهرام,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000232,عمارة,محافظة القاهرة,حى مصر الجديدة,42 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000233,كنيسة,محافظة القاهرة,حى مصر الجديدة,50 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000235,عمارة,محافظة القاهرة,حى مصر الجديدة,56 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000236,فيلا,محافظة القاهرة,حى مصر الجديدة,60 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000237,فيلا,محافظة القاهرة,حى مصر الجديدة,62 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000238,عقار,محافظة القاهرة,حى مصر الجديدة,40 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000239,فيلا,محافظة القاهرة,حى مصر الجديدة,11 شارع بيروت ناصية المنيا,http://urbanharmony.org/images/tazalomat/02080000239.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000241,فيلا,محافظة القاهرة,حى مصر الجديدة,35 شارع بيروت,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000242,عمارة,محافظة القاهرة,حى مصر الجديدة,52 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000243,عمارة,محافظة القاهرة,حى مصر الجديدة,44 ش دمشق,http://urbanharmony.org/images/tazalomat/44%20Demeshk%20st.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000244,عمارة,محافظة القاهرة,حى مصر الجديدة,38 ش دمشق,http://urbanharmony.org/images/tazalomat/02080000244.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000245,عمارة,محافظة القاهرة,حى مصر الجديدة,36 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000246,عمارة,محافظة القاهرة,حى مصر الجديدة,35 ش دمشق,,ذو قيمة معمارىية/عمرانية متميزة,,,5,1
2080000247,عمارة,محافظة القاهرة,حى مصر الجديدة,34 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000248,عمارة,محافظة القاهرة,حى مصر الجديدة,32 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000249,عمارة,محافظة القاهرة,حى مصر الجديدة,29 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000250,عمارة,محافظة القاهرة,حى مصر الجديدة,27 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000251,عمارة,محافظة القاهرة,حى مصر الجديدة,25 ش دمشق,,ذو قيمة معمارية/عمرانية متميزة,,,5,1
2080000252,عمارة,محافظة القاهرة,حى مصر الجديدة,22 ش دمشق,http://urbanharmony.org/images/tazalomat/02080000252.jpg,ذو قيمة معمارية/عمرانية متميزة,,,5,1
